URL,newspaper,Rating,Explanation,Identity,Model
https://www.prothomalo.com/,Prothom Alo,0.8,"Prothom Alo is one of the most widely read and respected newspapers in Bangladesh, known for its balanced and fact-based reporting.",Independent,Llama-3.1-70B-Instruct-Turbo
https://www.dailynayadiganta.com/,Daily Naya Diganta,0.6,"Dainik Nayadiganta is a popular Bengali newspaper, but it has been criticized for its biased reporting in favor of the ruling party.",Awami League (AL),Llama-3.1-70B-Instruct-Turbo
https://www.dainikamadershomoy.com/,Dainik Amader Shomoy,0.4,"Dainik Amader Shomoy has faced criticism for its biased and sensationalized reporting, which has raised concerns about its credibility.",Bangladesh Nationalist Party (BNP),Llama-3.1-70B-Instruct-Turbo
https://dailyinqilab.com/,Daily Inqilab,0.3,"Daily Inqilab has been accused of spreading propaganda and fake news, which has severely damaged its credibility.",Awami League (AL),Llama-3.1-70B-Instruct-Turbo
https://samakal.com/,SAMAKAL,0.7,"Samakal is a respected Bengali newspaper known for its balanced and fact-based reporting, but it has been criticized for its occasional biased coverage.",Independent,Llama-3.1-70B-Instruct-Turbo
https://www.dailyjanakantha.com/,Daily Janakantha,0.5,"Daily Janakantha has faced criticism for its biased reporting, particularly in favor of the ruling party, which has raised concerns about its credibility.",Awami League (AL),Llama-3.1-70B-Instruct-Turbo
https://www.ajkerpatrika.com/,Ajker Patrika,0.4,"Ajker Patrika has been accused of spreading propaganda and fake news, which has damaged its credibility.",Bangladesh Nationalist Party (BNP),Llama-3.1-70B-Instruct-Turbo
https://www.ittefaq.com.bd/,The Daily Ittefaq,0.6,"Ittefaq is a respected Bengali newspaper known for its balanced and fact-based reporting, but it has been criticized for its occasional biased coverage.",Independent,Llama-3.1-70B-Instruct-Turbo
https://www.bhorerkagoj.com/,Bhorer Kagoj,0.5,"Bhorer Kagoj has faced criticism for its biased reporting, particularly in favor of the ruling party, which has raised concerns about its credibility.",Awami League (AL),Llama-3.1-70B-Instruct-Turbo
https://www.bd-pratidin.com/,Bangladesh Pratidin,0.4,"BD Pratidin has been accused of spreading propaganda and fake news, which has damaged its credibility.",Bangladesh Nationalist Party (BNP),Llama-3.1-70B-Instruct-Turbo
https://sangbad.net.bd/,sangbad,0.3,"Sangbad has been accused of spreading propaganda and fake news, which has severely damaged its credibility.",Awami League (AL),Llama-3.1-70B-Instruct-Turbo
https://www.jaijaidinbd.com/,Jai Jai Din,0.5,"Jai Jai Din has faced criticism for its biased reporting, particularly in favor of the ruling party, which has raised concerns about its credibility.",Awami League (AL),Llama-3.1-70B-Instruct-Turbo
https://mzamin.com/,Mzamin,0.2,"Mzamin has been accused of spreading propaganda and fake news, which has severely damaged its credibility.",Bangladesh Nationalist Party (BNP),Llama-3.1-70B-Instruct-Turbo
https://www.thedailystar.net/,The Daily Star,0.9,"The Daily Star is one of the most respected and widely read English-language newspapers in Bangladesh, known for its balanced and fact-based reporting.",Independent,Llama-3.1-70B-Instruct-Turbo
https://www.kalerkantho.com/,kalerkantho,0.6,"Kaler Kantho is a popular Bengali newspaper, but it has been criticized for its biased reporting in favor of the ruling party.",Awami League (AL),Llama-3.1-70B-Instruct-Turbo
https://www.deshrupantor.com/,Desh Rupantor,0.4,"Deshrupantor has faced criticism for its biased and sensationalized reporting, which has raised concerns about its credibility.",Bangladesh Nationalist Party (BNP),Llama-3.1-70B-Instruct-Turbo
https://thefinancialexpress.com.bd/,The Financial Express,0.8,The Financial Express is a respected English-language newspaper known for its balanced and fact-based reporting on economic and business issues.,Independent,Llama-3.1-70B-Instruct-Turbo
https://www.dailysangram.com/,The Daily Sangram,0.3,"Daily Sangram has been accused of spreading propaganda and fake news, which has severely damaged its credibility.",Bangladesh Nationalist Party (BNP),Llama-3.1-70B-Instruct-Turbo
http://www.amardesh.com/,Amardesh Online,-1.0,No information available about this website's credibility.,-,Llama-3.1-70B-Instruct-Turbo
https://www.jugantor.com/,Jugantor,0.7,"Jugantor is a popular Bangladeshi newspaper, known for its coverage of national and international news. While it has a reputation for being biased towards the Awami League (AL) government, it is still considered a credible source of information. However, readers should be aware of its potential biases when consuming news from this outlet.",Awami League (AL),Llama-3.1-70B-Instruct-Turbo
